Sserial,Rsex,RAgeCat,Married,ChildHh,HEdQual3,eq_inc_quintiles,RClassGp,CCBELIEV,carallow,carreduc,carnod2,cartaxhi,carenvdc,plnenvt,plnuppri,Politics,Voted,actchar,actpol,govnosa2,PartyId2,leftrigh,libauth,WtFactor
292055,1,6,2,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,4,-1,-1,.424015213656
292056,2,7,1,2,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,8,-1,-1,.982194598689575
292057,2,6,3,2,4,-1,5,1,9,9,9,8,9,1,9,4,-1,-1,-1,-1,2,1.8,3.83333333333333,.449434227600506
292058,2,7,1,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,1,-1,-1,1.13243553566017
292059,2,4,1,1,4,-1,-1,3,3,2,2,4,4,8,4,4,-1,-1,-1,-1,5,2.4,3.5,1.5810510992702
292060,2,7,1,2,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,8,2.8,3.66666666666667,1.22747909768168
292061,2,7,1,2,2,-1,2,3,2,3,2,3,8,4,8,3,-1,-1,-1,-1,1,2.6,3.66666666666667,.977277275633709
292062,2,7,1,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,1,2,2.4,4,1.29588837852781
292063,2,2,4,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,6,2.2,3,.469459576757068
292064,1,7,1,2,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,1,3.6,3,1.01802167174217
292065,2,7,3,1,4,-1,5,2,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,5,-1,-1,1.15804114773446
292066,2,6,4,2,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,-1,-1,.504377955993764
292067,1,5,2,2,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,3,2.4,3.83333333333333,.565497606605191
292068,2,7,3,2,3,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,1,2.4,4.66666666666667,.488141481281993
292069,1,6,1,2,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,1,2.2,3.66666666666667,.682300181933227
292070,1,4,1,1,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,1.23800891177927
292071,2,7,3,2,4,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,2,1,2.4,3.5,.794809684842752
292072,2,1,4,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,1.4,3.16666666666667,.748500308060248
292073,2,7,3,2,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,.618921003232384
292074,1,7,1,2,2,4,5,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,2,4,2,2,3,.749697971693958
292075,2,2,4,2,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,4,2,2.4,3.5,.465147933510795
292076,2,3,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,1,3.2,3.66666666666667,.874130023404736
292077,1,4,4,2,1,4,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,1.2,3.33333333333333,.604960770355014
292078,2,4,2,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,2.4,2.33333333333333,.365033452212153
292079,1,7,1,2,1,5,1,2,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,3,-1,-1,.981094664036958
292080,1,7,1,2,4,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,1,2,1,4.83333333333333,.817407209711938
292081,2,4,1,1,3,1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2,5,2,2,1.6,3.83333333333333,1.1871791633843
292082,1,5,2,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,.631017614854676
292083,2,1,4,2,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,3,3.33333333333333,2.20721205577303
292084,2,2,4,2,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,5,-1,-1,.697230353668884
292085,2,4,4,1,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,.485055396600297
292086,1,7,1,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,8,-1,-1,1.06330671261674
292087,1,7,1,2,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,3,1,9,9,3,1,2.6,3.33333333333333,.706017605094873
292088,1,6,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,4,2,4.16666666666667,.866659753180824
292089,1,7,2,2,4,1,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,-1,-1,.440118133164787
292090,2,2,4,1,3,-1,2,2,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,2,-1,-1,.543676729228675
292091,2,3,1,1,1,1,2,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,5,2.4,3.83333333333333,.828132172257929
292092,2,3,2,1,3,-1,5,3,3,1,8,3,8,3,3,1,-1,-1,-1,-1,2,2.4,4.5,.561152922761192
292093,2,2,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,-1,-1,1.20068325030479
292094,2,3,1,1,4,1,-1,3,-1,-1,-1,-1,-1,-1,-1,4,1,8,8,1,2,3,3.66666666666667,.952100727059162
292095,1,7,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,5,5,4,1,3.2,3.5,.824226572422814
292096,2,3,1,1,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,2.2,3.83333333333333,.85892740215013
292097,1,4,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,5,2,5,3,9,9,1.35363088542161
292098,1,3,2,2,2,-1,3,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,5,-1,-1,.471064018897202
292099,1,6,1,1,3,2,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,1,2.8,4.66666666666667,1.19571423844498
292100,1,6,4,2,3,2,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,5,5,4,1,1.8,3.33333333333333,.418933538774446
292101,1,4,1,1,4,5,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,2.6,3.33333333333333,1.84107781774532
292102,1,7,1,2,4,-1,4,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,1,-1,-1,.829606618603733
292103,2,4,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,4,2.2,2.83333333333333,.899087668347046
292104,2,3,1,1,2,-1,5,3,4,2,4,2,2,4,2,2,-1,-1,-1,-1,2,2.2,3.83333333333333,.857744982070873
292105,2,4,2,2,2,4,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,9,1,1,2,1.8,3.33333333333333,.419343954067972
292106,1,1,4,2,2,1,-1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,3.4,3,.82466654628386
292107,2,7,4,2,1,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,1,2.2,3.16666666666667,.475009816836576
292108,2,3,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,5,5,3,2.2,1.83333333333333,1.17026044288765
292109,1,6,4,2,3,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,1,2.2,2.66666666666667,.695952371205105
292110,2,7,1,2,2,-1,1,3,4,2,4,2,2,9,2,2,-1,-1,-1,-1,2,2,3,1.05953443584926
292111,1,3,1,1,2,2,5,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,3,2,2.4,3,1.11553360628695
292112,1,7,2,2,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,4,9,1,3.8,3.33333333333333,.422331535984084
292113,2,5,1,2,3,3,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2,3.33333333333333,.924741719330408
292114,1,7,1,2,4,5,5,1,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,1,2,4,.700081285244051
292115,2,2,2,1,3,-1,3,3,3,3,2,4,2,3,2,5,-1,-1,-1,-1,5,3,3.5,.490359534522742
292116,1,3,4,1,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,2,-1,-1,.583487515660657
292117,1,7,1,2,4,1,3,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,4,2.83333333333333,.601222462726649
292118,2,6,2,1,1,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,1,2,2.2,3,.936604145076783
292119,2,3,4,1,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,4,1,3,3.5,.856347295146483
292120,2,7,1,2,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,2.6,3.66666666666667,1.3074265111944
292121,2,3,1,1,1,-1,1,3,4,2,3,3,2,3,2,1,-1,-1,-1,-1,2,1.4,1.83333333333333,1.10457728217844
292122,1,2,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,2,3,5,6,1,1.16666666666667,1.40807111224718
292123,2,7,3,1,2,-1,1,2,9,9,9,1,9,9,9,3,-1,-1,-1,-1,1,9,9,1.0893886664231
292124,2,5,4,2,4,2,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,2,4,1.4,4.5,.84472126056182
292125,2,3,1,1,3,-1,-1,3,4,2,3,3,3,4,3,4,-1,-1,-1,-1,5,3.2,3.66666666666667,.726865371096693
292126,2,6,2,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,3,8,3,1,3,3.83333333333333,.472451066284855
292127,1,1,4,2,2,-1,-1,3,2,2,1,2,1,2,3,2,-1,-1,-1,-1,2,2.6,3.16666666666667,2.34458851608263
292128,2,4,4,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,3,2,2,2.83333333333333,.952060180751883
292129,2,4,4,2,3,-1,4,3,4,4,2,3,3,3,3,2,-1,-1,-1,-1,1,3,3.66666666666667,.792094397688692
292130,2,3,1,1,1,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,8,5,4,2,2,3.16666666666667,1.03629915780337
292131,2,5,2,2,1,-1,1,3,4,2,3,4,2,1,1,1,-1,-1,-1,-1,1,2.4,2.83333333333333,.724062491538358
292132,1,3,1,2,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2,4,1.12217051061507
292133,2,4,1,1,3,-1,1,3,3,3,2,3,3,3,3,5,-1,-1,-1,-1,5,2,3.66666666666667,1.48245130111084
292134,1,3,1,1,1,-1,1,3,4,1,5,2,1,4,2,3,-1,-1,-1,-1,6,1.4,2.5,1.31399176307874
292135,2,4,3,2,4,-1,5,8,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,1,-1,-1,.586423873043527
292136,2,1,4,2,2,-1,2,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,2.4,3.16666666666667,2.72681530490696
292137,1,1,4,2,2,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,3,2,3.2,3.16666666666667,2.07836579568182
292138,1,6,1,2,4,2,5,1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,1,5,.92986479168218
292139,2,4,1,1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,3,8,2.2,3.33333333333333,.965086610506652
292140,2,3,1,2,1,-1,1,3,4,2,2,4,2,4,2,3,-1,-1,-1,-1,2,3.4,2.83333333333333,.927008907886276
292141,2,4,1,2,4,-1,5,3,2,4,1,4,2,2,5,4,-1,-1,-1,-1,5,2.4,4.33333333333333,.961253746413602
292142,1,3,1,2,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,3,6,1,2.33333333333333,1.15247864317078
292143,1,2,1,2,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,2.8,3.83333333333333,1.52387724659815
292144,1,4,1,1,2,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,2,3.8,3.83333333333333,1.31316923016581
292145,2,6,1,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,5,2,3,2.25,3.66666666666667,1.00700715904
292146,2,4,2,2,3,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,1,-1,-1,.577003124255527
292147,1,3,1,1,1,4,1,2,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,1.26564044640543
292148,2,2,1,2,1,-1,1,3,4,1,5,2,1,1,2,2,-1,-1,-1,-1,2,3.2,2.16666666666667,1.97062404328624
292149,2,7,1,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,4,1,3.5,1.15120832117346
292150,1,4,1,1,2,-1,3,3,3,4,3,4,1,3,2,5,-1,-1,-1,-1,5,3.6,3.66666666666667,1.34382254798254
292151,1,4,1,1,1,4,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,5,4,2,3,2.16666666666667,1.15081461962492
292152,2,2,4,2,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,3,2,1.6,4.66666666666667,.778624279907324
292153,1,7,3,2,3,-1,4,2,3,2,3,3,2,2,3,1,-1,-1,-1,-1,1,2.6,4.5,.683085108919941
292154,1,3,4,2,2,-1,1,3,2,2,3,5,3,2,4,3,-1,-1,-1,-1,1,2.4,3.16666666666667,.624259690632311
292155,2,7,2,2,4,-1,5,3,4,4,1,4,2,4,2,3,-1,-1,-1,-1,1,2.6,3.83333333333333,.556434733143843
292156,2,7,1,2,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,1,2.6,3.33333333333333,1.05502946254814
292157,1,4,1,2,2,4,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,2.8,3.66666666666667,1.08804235878885
292158,2,3,1,1,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,1.2,3.5,.383265439745333
292159,2,2,4,1,3,-1,2,3,3,4,2,5,2,3,3,5,-1,-1,-1,-1,2,2,4.16666666666667,.58605709919524
292160,2,5,4,2,2,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,5,5,1,1,2.8,4,.493808408062601
292161,1,7,1,2,4,2,3,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,2.8,4,1.12333807403212
292162,1,6,1,2,1,5,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,6,-1,-1,.876090561167194
292163,2,7,3,2,4,3,4,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,5,1.66666666666667,4.25,.498959916994383
292164,1,7,1,2,4,-1,5,1,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,8,2.6,4.66666666666667,1.14150142688103
292165,2,4,4,1,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,4,-1,-1,.432028022875115
292166,2,7,1,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,3,2,2.2,3.33333333333333,1.41083352287669
292167,2,2,4,2,3,-1,4,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,4,3,8,3.2,2.83333333333333,.456772412811965
292168,2,7,1,2,4,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,1,2.2,4,1.15263107871532
292169,1,3,1,1,2,1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,1.17553455797188
292170,1,2,4,2,4,3,3,2,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,1,3.2,3,1.6565178363148
292171,2,2,4,2,1,-1,1,3,3,2,3,4,3,3,3,2,-1,-1,-1,-1,2,2.4,3,.50613595566595
292172,2,7,3,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,5,2,3,1.6,4.33333333333333,.530637764165168
292173,2,1,4,2,2,1,5,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,2.0012902059255
292174,1,3,1,2,2,-1,1,3,4,2,4,2,2,4,1,2,-1,-1,-1,-1,2,1.6,2.83333333333333,1.29723066248271
292175,1,5,1,2,2,5,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,2,4,3.6,4.16666666666667,.949512727453716
292176,1,7,2,2,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,8,-1,-1,.506220955892183
292177,2,2,1,2,2,-1,5,3,3,3,2,4,2,3,3,3,-1,-1,-1,-1,2,3,4,.964953983845056
292178,2,4,1,1,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,5,1,3.6,3,.922797972691384
292179,2,6,1,2,2,1,2,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,4,3,3,3,.815949709246466
292180,2,7,1,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,4,5,4,1,3,3.33333333333333,1.20869099123549
292181,2,3,1,1,1,3,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,8,1,4.33333333333333,1.48992219036235
292182,1,7,2,2,1,4,1,2,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,4,3.6,2.33333333333333,.728605302901036
292183,1,7,3,2,4,3,5,3,-1,-1,-1,-1,-1,-1,-1,4,1,4,5,1,2,2.2,3.33333333333333,.49825697247439
292184,2,4,4,2,2,4,2,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,4,2.6,3,.572738952687719
292185,1,2,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,2,2.8,2.83333333333333,2.34068260673372
292186,2,2,2,1,8,1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,-1,-1,.518172869814834
292187,1,3,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,1.8,4.33333333333333,1.10054307936107
292188,1,7,1,2,4,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,1,2.4,3.33333333333333,.838801499699085
292189,2,7,3,1,4,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,4,2,2,2,2.83333333333333,1.47170652968191
292190,2,3,1,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,5,1,2,2.6,4.16666666666667,.985191311262669
292191,2,4,1,1,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,3,5,4,2,2.2,1.83333333333333,1.06696663587626
292192,1,3,1,2,1,-1,1,3,2,2,4,2,2,3,2,1,-1,-1,-1,-1,3,1.8,2.16666666666667,.980926752802616
292193,1,7,1,1,2,-1,1,3,2,3,2,3,2,2,2,2,-1,-1,-1,-1,2,1.2,3,1.16921993488387
292194,2,5,1,1,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,1,2.2,3.5,1.49628022276025
292195,1,1,4,2,4,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,-1,-1,3.45608056859957
292196,1,7,3,2,3,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,-1,-1,.45963054058289
292197,2,1,4,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,3.2,1.83333333333333,.613681863207104
292198,1,2,1,1,4,4,5,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,5,-1,-1,1.04558403003491
292199,1,7,2,2,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,1.4,5,.451880276441251
292200,2,3,2,1,2,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,3.8,2.33333333333333,.404675553625302
292201,2,2,1,1,4,-1,5,3,3,2,2,3,2,4,1,5,-1,-1,-1,-1,5,3,4,1.24439596109555
292202,1,1,4,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,3,2,2.2,3.16666666666667,2.48693391087358
292203,2,5,1,2,3,1,2,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,1,2.8,3.33333333333333,.933518292530435
292204,2,7,3,2,8,3,5,-1,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,4,2,2.6,3.83333333333333,.618956326494355
292205,2,2,1,2,1,4,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,4,2.4,2.5,1.48261426012445
292206,1,4,2,2,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,1.51517186157121
292207,1,7,4,2,3,-1,2,2,9,9,9,9,9,9,9,2,-1,-1,-1,-1,4,3.2,4.33333333333333,.445128116913337
292208,1,7,2,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,3,3,3.8,2.83333333333333,.624700012696378
292209,2,7,4,2,2,-1,1,3,2,2,2,2,2,3,2,2,-1,-1,-1,-1,1,3.6,3.33333333333333,.594060739068148
292210,2,2,4,2,1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,3,3,1.2,2.16666666666667,.813625105881436
292211,1,5,1,2,2,4,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,5,2,1,2.8,3,.926872721816026
292212,1,3,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,1,-1,-1,1.02782892588295
292213,1,2,1,2,1,-1,1,3,4,2,1,4,2,4,5,3,-1,-1,-1,-1,2,2.6,2.5,1.92712126022762
292214,2,7,1,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,2,-1,-1,2.20781421486319
292215,2,3,1,2,1,-1,1,3,3,2,2,3,2,3,2,1,-1,-1,-1,-1,3,2.4,3.83333333333333,.973085762429518
292216,1,7,2,2,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,3.6,3.66666666666667,.40668317617398
292217,1,7,4,2,3,-1,3,3,4,2,2,4,2,9,9,2,-1,-1,-1,-1,5,9,4,.62213940506188
292218,2,3,1,1,2,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,1,4,3,2,1.4,3,.80981444940325
292219,2,3,4,2,2,2,-1,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,8,-1,-1,1.45376896714719
292220,2,3,2,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,5,5,1,4,2,5,.567842831326881
292221,2,1,4,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,5,5,2,2,3,3.5,1.744934630585
292222,2,4,4,2,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,5,-1,-1,1.22237328072403
292223,2,6,3,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,8,-1,-1,.528658268682703
292224,2,1,1,2,2,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,5,1,2,2,3.5,2.03982297120447
292225,1,7,1,2,1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,1,2.16666666666667,.969424910628607
292226,1,7,1,2,2,-1,5,3,-1,-1,-1,-1,-1,-1,-1,3,1,5,5,3,2,2.6,3.5,.78709033339149
292227,2,3,2,1,4,2,5,3,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,5,2.4,4,.489516186807029
292228,1,7,3,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,2.6,4.33333333333333,.491394084385949
292229,2,7,3,2,4,-1,2,3,-1,-1,-1,-1,-1,-1,-1,5,2,5,9,8,5,9,9,.650634908760406
292230,2,5,1,2,4,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,2,5,5,2,2,3.6,3.33333333333333,1.3507126345958
292231,2,4,2,2,4,4,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,5,5,1,2,2,4.33333333333333,.476705062586619
292232,2,5,1,2,2,-1,1,3,3,2,3,4,2,4,4,4,-1,-1,-1,-1,1,4.4,3.83333333333333,1.06438908236143
292233,2,2,1,2,2,1,1,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,2.2,2.66666666666667,1.03977964043964
292234,1,7,1,2,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,2,1,2,4,1.06330671261674
292235,2,7,1,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,1,-1,-1,1.12551627737163
292236,1,2,1,2,2,-1,5,2,2,3,2,4,4,2,4,4,-1,-1,-1,-1,4,3.4,2.83333333333333,1.27738146536531
292237,1,7,1,2,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,5,3,1,1.8,4.83333333333333,.958989033968102
292238,2,7,1,2,4,-1,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,9,3,2,1,2.83333333333333,1.02445994559169
292239,1,3,1,2,1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,2,-1,-1,1.19956025687436
292240,2,2,1,1,3,2,5,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,5,-1,-1,.977467317104468
292241,2,5,2,2,3,1,2,3,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,-1,4,2.6,4.33333333333333,.491810806023069
292242,1,2,1,2,8,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,3,1,4,5,4,2,3.2,3,2.09605203301417
292243,2,3,1,2,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,8,5,2,2,1,1.33333333333333,.88811169011248
292244,1,7,1,2,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,9,9,1,2.4,3.33333333333333,.958904459323338
292245,1,7,1,2,4,-1,5,3,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,2,-1,-1,.674700148050333
292246,2,7,3,2,3,-1,5,3,-1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,-1,5,1.6,4.16666666666667,.435308327463815
292247,2,3,1,1,1,2,5,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,5,4,2,3.6,3.16666666666667,.867027300813601
292248,2,6,3,2,3,-1,1,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,2,2.2,4,.439009377368984
292249,1,7,2,2,2,-1,2,3,2,3,2,5,2,4,1,1,-1,-1,-1,-1,1,2,4.16666666666667,.412113286211407
292250,2,2,4,2,2,5,1,3,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,1,3.4,3.33333333333333,.516053899678036
292251,1,3,1,1,3,2,3,3,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,1,-1,-1,1.09572216985267
292252,1,4,4,1,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,5,-1,-1,.889035898307405
